"node_id","lat","lon","timestamp","value_hrf"
"001e06117b44","41.721301","-87.66263000000002","2019/10/05 04:05:05","56.72"
"001e061183f5","41.692703","-87.62102","2019/10/05 04:05:05","62.74"
"001e0610ee43","41.788608","-87.598713","2019/10/05 04:05:06","66.26"
"001e061144cd","41.8742","-87.666599","2019/10/05 04:05:06","56.72"
"001e061146ba","41.96759","-87.76257","2019/10/05 04:05:06","56.72"
"001e0610ba13","41.751238","-87.71299","2019/10/05 04:05:07","56.72"
"001e0610f6db","41.791329","-87.598677","2019/10/05 04:05:08","56.72"
"001e06113ace","41.83107","-87.617298","2019/10/05 04:05:08","56.72"
"001e0610ba15","41.722457","-87.57535","2019/10/05 04:05:09","55.0"
"001e061144be","41.792543","-87.600008","2019/10/05 04:05:09","56.72"
"001e0610f732","41.895005","-87.745817","2019/10/05 04:05:10","66.26"
"001e0611441e","41.808594","-87.665048","2019/10/05 04:05:12","56.72"
"001e0610e538","41.736593","-87.604759","2019/10/05 04:05:13","56.72"
"001e06113ad8","41.866786","-87.666306","2019/10/05 04:05:13","56.72"
"001e06118295","41.820972","-87.802435","2019/10/05 04:05:13","56.72"
"001e06113a24","41.788979","-87.597995","2019/10/05 04:05:14","56.72"
"001e0610bbe5","41.736495","-87.614529","2019/10/05 04:05:15","56.72"
"001e061130f4","41.896157","-87.662391","2019/10/05 04:05:15","56.72"
"001e0610f05c","41.924903","-87.687703","2019/10/05 04:05:17","66.26"
"001e0610ee36","41.751295","-87.605288","2019/10/05 04:05:19","55.0"
"001e06113107","41.751142","-87.71299","2019/10/05 04:05:19","56.72"
"001e06113d20","41.8920031","-87.6116431","2019/10/05 04:05:20","56.72"
"001e0610bc10","41.736314","-87.624179","2019/10/05 04:05:24","95.1"
